All Order,Order per task,Code snippet,Participant,Task,Participant/Task,Task Duration,Understand,Correntness,Level of investment,Rough Direction,Statement Selection,Code Interaction,"Level of investment, Rough Direction","Level of investment, Statement Selection","Level of investment, Code Interaction","Rough Direction, Statement Selection","Rough Direction, Code Interaction","Statement Selection, Code Interaction","Level of investment, Rough Direction, Statement Selection","Level of investment, Rough Direction, Code Interaction","Level of investment, Statement Selection, Code Interaction","Rough Direction, Statement Selection, Code Interaction","Level of investment, Rough Direction, Statement Selection, Code Interaction",Time,Start,Stop,Block Duration,%(Block Duration),Intent
532,1,Number HRN,78,3,78/3,496,1,1,Quick,Forward,Linear,,"Quick, Forward","Quick, Linear",,"Forward, Linear",,,"Quick, Forward, Linear",,,,,0-20,0,20,20,0.04032258065,Get a quick overview of the code
534,3,Number HRN,78,3,78/3,496,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,36-127,36,127,91,0.1834677419,Get the understanding of a part of code block
535,4,Number HRN,78,3,78/3,496,1,1,Medium,Forward,Linear,,"Medium, Forward","Medium, Linear",,"Forward, Linear",,,"Medium, Forward, Linear",,,,,127-175,127,175,48,0.09677419355,Get the understanding of a part of code block
536,5,Number HRN,78,3,78/3,496,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,175-230,175,230,55,0.1108870968,Get the understanding of a part of code block
537,6,Number HRN,78,3,78/3,496,1,1,Indepth,Forward,Linear,,"Indepth, Forward","Indepth, Linear",,"Forward, Linear",,,"Indepth, Forward, Linear",,,,,230-300,230,300,70,0.1411290323,Get the understanding of a part of code block
538,7,Number HRN,78,3,78/3,496,1,1,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,300-356,300,356,56,0.1129032258,Formulate a hypothesis of the problematic area (PA)
539,8,Number HRN,78,3,78/3,496,1,1,Quick,Forward,Dynamic,,"Quick, Forward","Quick, Dynamic",,"Forward, Dynamic",,,"Quick, Forward, Dynamic",,,,,356-375,356,375,19,0.03830645161,Get the understanding of a part of code block
540,9,Number HRN,78,3,78/3,496,1,1,Indepth,Forward,Dynamic,,"Indepth, Forward","Indepth, Dynamic",,"Forward, Dynamic",,,"Indepth, Forward, Dynamic",,,,,375-496,375,496,121,0.2439516129,Validate the hypothesis of PA
541,1,Number HRD,51,2,51/2,415,0.75,0,Quick,Forward,Linear,,"Quick, Forward","Quick, Linear",,"Forward, Linear",,,"Quick, Forward, Linear",,,,,0-65,0,65,65,0.156626506,Get a quick overview of the code
542,2,Number HRD,51,2,51/2,415,0.75,0,Medium,Forward,Linear,,"Medium, Forward","Medium, Linear",,"Forward, Linear",,,"Medium, Forward, Linear",,,,,65-95,65,95,30,0.07228915663,Get the understanding of a part of code block
543,3,Number HRD,51,2,51/2,415,0.75,0,Medium,Forward,Linear,,"Medium, Forward","Medium, Linear",,"Forward, Linear",,,"Medium, Forward, Linear",,,,,95-180,95,180,85,0.2048192771,Get the deeper understanding of the code
544,4,Number HRD,51,2,51/2,415,0.75,0,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,180-290,180,290,110,0.265060241,Get the deeper understanding of the code
545,5,Number HRD,51,2,51/2,415,0.75,0,Quick,Backward,Dynamic,,"Quick, Backward","Quick, Dynamic",,"Backward, Dynamic",,,"Quick, Backward, Dynamic",,,,,290-330,290,330,40,0.09638554217,Get a quick overview of the code
546,6,Number HRD,51,2,51/2,415,0.75,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,330-365,330,365,35,0.0843373494,Formulate a hypothesis of the problematic area (PA)
547,7,Number HRD,51,2,51/2,415,0.75,0,Medium,Backward,Dynamic,,"Medium, Backward","Medium, Dynamic",,"Backward, Dynamic",,,"Medium, Backward, Dynamic",,,,,365-415,365,415,50,0.1204819277,Validate the hypothesis of PA
549,2,Number HRN,76,1,76/1,340,1,1,Quick,Back and forth,Dynamic,,"Quick, Back and forth","Quick, Dynamic",,"Back and forth, Dynamic",,,"Quick, Back and forth, Dynamic",,,,,15-50,15,50,35,0.1029411765,Get the understanding of a part of code block
550,3,Number HRN,76,1,76/1,340,1,1,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,50-92,50,92,42,0.1235294118,Get the understanding of a part of code block
551,4,Number HRN,76,1,76/1,340,1,1,Quick,Forward,Dynamic,,"Quick, Forward","Quick, Dynamic",,"Forward, Dynamic",,,"Quick, Forward, Dynamic",,,,,92-152,92,152,60,0.1764705882,Get the understanding of a part of code block
552,5,Number HRN,76,1,76/1,340,1,1,Quick,Forward,Linear,,"Quick, Forward","Quick, Linear",,"Forward, Linear",,,"Quick, Forward, Linear",,,,,152-210,152,210,58,0.1705882353,Formulate a hypothesis of the problematic area (PA)
553,6,Number HRN,76,1,76/1,340,1,1,Medium,Forward,Linear,,"Medium, Forward","Medium, Linear",,"Forward, Linear",,,"Medium, Forward, Linear",,,,,210-290,210,290,80,0.2352941176,Validate the hypothesis of PA
554,7,Number HRN,76,1,76/1,340,1,1,Quick,Forward,Dynamic,,"Quick, Forward","Quick, Dynamic",,"Forward, Dynamic",,,"Quick, Forward, Dynamic",,,,,290-340,290,340,50,0.1470588235,Get the understanding of a part of code block
555,1,Number HRN,46,1,46/1,500,1,0,Medium,Forward,Linear,,"Medium, Forward","Medium, Linear",,"Forward, Linear",,,"Medium, Forward, Linear",,,,,0-40,0,40,40,0.08,Get the understanding of a part of code block
556,2,Number HRN,46,1,46/1,500,0.75,0,Quick,Forward,Dynamic,,"Quick, Forward","Quick, Dynamic",,"Forward, Dynamic",,,"Quick, Forward, Dynamic",,,,,40-50,40,50,10,0.02,Get the understanding of a part of code block
557,3,Number HRN,46,1,46/1,500,0.75,0,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,50-90,50,90,40,0.08,Get the understanding of a part of code block
558,4,Number HRN,46,1,46/1,500,0.75,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,90-120,90,120,30,0.06,Get the understanding of a part of code block
559,5,Number HRN,46,1,46/1,500,0.75,0,Medium,Back and forth,Linear,,"Medium, Back and forth","Medium, Linear",,"Back and forth, Linear",,,"Medium, Back and forth, Linear",,,,,120-180,120,180,60,0.12,Get the understanding of a part of code block
560,6,Number HRN,46,1,46/1,500,0.75,0,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,180-225,180,225,45,0.09,Get the understanding of a part of code block
561,7,Number HRN,46,1,46/1,500,0.75,0,Quick,Back and forth,Dynamic,,"Quick, Back and forth","Quick, Dynamic",,"Back and forth, Dynamic",,,"Quick, Back and forth, Dynamic",,,,,225-260,225,260,35,0.07,Get the understanding of a part of code block
562,8,Number HRN,46,1,46/1,500,0.75,0,Medium,Forward,Linear,,"Medium, Forward","Medium, Linear",,"Forward, Linear",,,"Medium, Forward, Linear",,,,,260-320,260,320,60,0.12,Get the understanding of a part of code block
563,9,Number HRN,46,1,46/1,500,0.75,0,Medium,Back and forth,Linear,,"Medium, Back and forth","Medium, Linear",,"Back and forth, Linear",,,"Medium, Back and forth, Linear",,,,,320-405,320,405,85,0.17,Get the understanding of a part of code block
564,10,Number HRN,46,1,46/1,500,0.75,0,Quick,Forward,Dynamic,,"Quick, Forward","Quick, Dynamic",,"Forward, Dynamic",,,"Quick, Forward, Dynamic",,,,,405-425,405,425,20,0.04,Get the understanding of a part of code block
565,11,Number HRN,46,1,46/1,500,0.75,0,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,425-450,425,450,25,0.05,Get the deeper understanding of the code
566,12,Number HRN,46,1,46/1,500,0.75,0,Medium,Backward,Linear,,"Medium, Backward","Medium, Linear",,"Backward, Linear",,,"Medium, Backward, Linear",,,,,450-500,450,500,50,0.1,Formulate a hypothesis of the problematic area (PA)
567,1,Rectangle,94,4,94/4,76,1,1,Quick,Forward,Dynamic,Inter procedure,"Quick, Forward","Quick, Dynamic","Quick, Inter procedure","Forward, Dynamic","Forward, Inter procedure","Dynamic, Inter procedure","Quick, Forward, Dynamic","Quick, Forward, Inter procedure","Quick, Dynamic, Inter procedure","Forward, Dynamic, Inter procedure","Quick, Forward, Dynamic, Inter procedure",0-13,0,13,13,0.1710526316,Get the understanding of a part of code block
568,2,Rectangle,94,4,94/4,76,1,1,Medium,Backward,Dynamic,Inter procedure,"Medium, Backward","Medium, Dynamic","Medium, Inter procedure","Backward, Dynamic","Backward, Inter procedure","Dynamic, Inter procedure","Medium, Backward, Dynamic","Medium, Backward, Inter procedure","Medium, Dynamic, Inter procedure","Backward, Dynamic, Inter procedure","Medium, Backward, Dynamic, Inter procedure",13-26,13,26,13,0.1710526316,Understand the problem output
569,3,Rectangle,94,4,94/4,76,1,1,Medium,In the order of definition,Dynamic,Inter procedure,"Medium, In the order of definition","Medium, Dynamic","Medium, Inter procedure","In the order of definition, Dynamic","In the order of definition, Inter procedure","Dynamic, Inter procedure","Medium, In the order of definition, Dynamic","Medium, In the order of definition, Inter procedure","Medium, Dynamic, Inter procedure","In the order of definition, Dynamic, Inter procedure","Medium, In the order of definition, Dynamic, Inter procedure",26-50,26,50,24,0.3157894737,Understand the method call progression
570,4,Rectangle,94,4,94/4,76,1,1,Medium,Forward,Linear,Inter procedure,"Medium, Forward","Medium, Linear","Medium, Inter procedure","Forward, Linear","Forward, Inter procedure","Linear, Inter procedure","Medium, Forward, Linear","Medium, Forward, Inter procedure","Medium, Linear, Inter procedure","Forward, Linear, Inter procedure","Medium, Forward, Linear, Inter procedure",50-68,50,68,18,0.2368421053,Formulate a hypothesis of the problematic area (PA)
573,2,Rectangle,101,3,101/3,116,0.75,0,Quick,Backward,Dynamic,Inter procedure,"Quick, Backward","Quick, Dynamic","Quick, Inter procedure","Backward, Dynamic","Backward, Inter procedure","Dynamic, Inter procedure","Quick, Backward, Dynamic","Quick, Backward, Inter procedure","Quick, Dynamic, Inter procedure","Backward, Dynamic, Inter procedure","Quick, Backward, Dynamic, Inter procedure",18-21,18,21,3,0.02586206897,Get a quick overview of the code
574,3,Rectangle,101,3,101/3,116,0.75,0,Medium,Back and forth,Dynamic,Inter procedure,"Medium, Back and forth","Medium, Dynamic","Medium, Inter procedure","Back and forth, Dynamic","Back and forth, Inter procedure","Dynamic, Inter procedure","Medium, Back and forth, Dynamic","Medium, Back and forth, Inter procedure","Medium, Dynamic, Inter procedure","Back and forth, Dynamic, Inter procedure","Medium, Back and forth, Dynamic, Inter procedure",21-30,21,30,9,0.0775862069,Get the understanding of a part of code block
575,4,Rectangle,101,3,101/3,116,0.75,0,Quick,Forward,Dynamic,Inter procedure,"Quick, Forward","Quick, Dynamic","Quick, Inter procedure","Forward, Dynamic","Forward, Inter procedure","Dynamic, Inter procedure","Quick, Forward, Dynamic","Quick, Forward, Inter procedure","Quick, Dynamic, Inter procedure","Forward, Dynamic, Inter procedure","Quick, Forward, Dynamic, Inter procedure",30-45,30,45,15,0.1293103448,Get a quick overview of the code
576,5,Rectangle,101,3,101/3,116,0.75,0,Quick,Back and forth,Linear,Inter procedure,"Quick, Back and forth","Quick, Linear","Quick, Inter procedure","Back and forth, Linear","Back and forth, Inter procedure","Linear, Inter procedure","Quick, Back and forth, Linear","Quick, Back and forth, Inter procedure","Quick, Linear, Inter procedure","Back and forth, Linear, Inter procedure","Quick, Back and forth, Linear, Inter procedure",45-53,45,53,8,0.06896551724,Get the understanding of a part of code block
577,6,Rectangle,101,3,101/3,116,0.75,0,Medium,Forward,Dynamic,Inter procedure,"Medium, Forward","Medium, Dynamic","Medium, Inter procedure","Forward, Dynamic","Forward, Inter procedure","Dynamic, Inter procedure","Medium, Forward, Dynamic","Medium, Forward, Inter procedure","Medium, Dynamic, Inter procedure","Forward, Dynamic, Inter procedure","Medium, Forward, Dynamic, Inter procedure",53-68,53,68,15,0.1293103448,Get the understanding of a part of code block
578,7,Rectangle,101,3,101/3,116,0.75,0,Quick,Back and forth,Dynamic,Inter procedure,"Quick, Back and forth","Quick, Dynamic","Quick, Inter procedure","Back and forth, Dynamic","Back and forth, Inter procedure","Dynamic, Inter procedure","Quick, Back and forth, Dynamic","Quick, Back and forth, Inter procedure","Quick, Dynamic, Inter procedure","Back and forth, Dynamic, Inter procedure","Quick, Back and forth, Dynamic, Inter procedure",68-79,68,79,11,0.09482758621,Understand the method call progression
579,8,Rectangle,101,3,101/3,116,0.75,0,Quick,Forward,Dynamic,Inter procedure,"Quick, Forward","Quick, Dynamic","Quick, Inter procedure","Forward, Dynamic","Forward, Inter procedure","Dynamic, Inter procedure","Quick, Forward, Dynamic","Quick, Forward, Inter procedure","Quick, Dynamic, Inter procedure","Forward, Dynamic, Inter procedure","Quick, Forward, Dynamic, Inter procedure",79-102,79,102,23,0.1982758621,Formulate a hypothesis of the problematic area (PA)
580,9,Rectangle,101,3,101/3,116,0.75,0,Quick,Back and forth,Dynamic,Inter procedure,"Quick, Back and forth","Quick, Dynamic","Quick, Inter procedure","Back and forth, Dynamic","Back and forth, Inter procedure","Dynamic, Inter procedure","Quick, Back and forth, Dynamic","Quick, Back and forth, Inter procedure","Quick, Dynamic, Inter procedure","Back and forth, Dynamic, Inter procedure","Quick, Back and forth, Dynamic, Inter procedure",102-116,102,116,14,0.1206896552,Validate the hypothesis of PA
581,1,Insertion Sort,88,2,88/2,192,1,0,Medium,In the order of definition,Linear,Inter procedure,"Medium, In the order of definition","Medium, Linear","Medium, Inter procedure","In the order of definition, Linear","In the order of definition, Inter procedure","Linear, Inter procedure","Medium, In the order of definition, Linear","Medium, In the order of definition, Inter procedure","Medium, Linear, Inter procedure","In the order of definition, Linear, Inter procedure","Medium, In the order of definition, Linear, Inter procedure",0-28,0,28,28,0.1458333333,Get the understanding of a part of code block
582,2,Insertion Sort,88,2,88/2,192,1,0,Medium,Forward,Linear,Intra procedure,"Medium, Forward","Medium, Linear","Medium, Intra procedure","Forward, Linear","Forward, Intra procedure","Linear, Intra procedure","Medium, Forward, Linear","Medium, Forward, Intra procedure","Medium, Linear, Intra procedure","Forward, Linear, Intra procedure","Medium, Forward, Linear, Intra procedure",28-50,28,50,22,0.1145833333,Get the understanding of a part of code block
584,4,Insertion Sort,88,2,88/2,192,1,0,Medium,In the order of definition,Dynamic,Inter procedure,"Medium, In the order of definition","Medium, Dynamic","Medium, Inter procedure","In the order of definition, Dynamic","In the order of definition, Inter procedure","Dynamic, Inter procedure","Medium, In the order of definition, Dynamic","Medium, In the order of definition, Inter procedure","Medium, Dynamic, Inter procedure","In the order of definition, Dynamic, Inter procedure","Medium, In the order of definition, Dynamic, Inter procedure",74-153,74,153,79,0.4114583333,Get the understanding of a part of code block
585,5,Insertion Sort,88,2,88/2,192,1,0,Medium,Forward,Dynamic,Intra procedure,"Medium, Forward","Medium, Dynamic","Medium, Intra procedure","Forward, Dynamic","Forward, Intra procedure","Dynamic, Intra procedure","Medium, Forward, Dynamic","Medium, Forward, Intra procedure","Medium, Dynamic, Intra procedure","Forward, Dynamic, Intra procedure","Medium, Forward, Dynamic, Intra procedure",153-165,153,165,12,0.0625,Get the understanding of a part of code block
586,6,Insertion Sort,88,2,88/2,192,1,0,Medium,Reverse the order of definition,Dynamic,Inter procedure,"Medium, Reverse the order of definition","Medium, Dynamic","Medium, Inter procedure","Reverse the order of definition, Dynamic","Reverse the order of definition, Inter procedure","Dynamic, Inter procedure","Medium, Reverse the order of definition, Dynamic","Medium, Reverse the order of definition, Inter procedure","Medium, Dynamic, Inter procedure","Reverse the order of definition, Dynamic, Inter procedure","Medium, Reverse the order of definition, Dynamic, Inter procedure",165-192,165,192,27,0.140625,Get the understanding of a part of code block
587,1,Number HRN,56,1,56/1,481,0.25,0,Medium,Forward,Linear,,"Medium, Forward","Medium, Linear",,"Forward, Linear",,,"Medium, Forward, Linear",,,,,0-35,0,35,35,0.07276507277,Get the understanding of a part of code block
588,2,Number HRN,56,1,56/1,481,0.25,0,Indepth,Forward,Dynamic,,"Indepth, Forward","Indepth, Dynamic",,"Forward, Dynamic",,,"Indepth, Forward, Dynamic",,,,,35-78,35,78,43,0.0893970894,Get the understanding of a part of code block
589,3,Number HRN,56,1,56/1,481,0.25,0,Medium,Forward,Linear,,"Medium, Forward","Medium, Linear",,"Forward, Linear",,,"Medium, Forward, Linear",,,,,78-130,78,130,52,0.1081081081,Get the understanding of a part of code block
590,4,Number HRN,56,1,56/1,481,0.25,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,130-178,130,178,48,0.09979209979,Get the understanding of a part of code block
591,5,Number HRN,56,1,56/1,481,0.25,0,Quick,Back and forth,Dynamic,,"Quick, Back and forth","Quick, Dynamic",,"Back and forth, Dynamic",,,"Quick, Back and forth, Dynamic",,,,,178-225,178,225,47,0.09771309771,Get a quick overview of the code
592,6,Number HRN,56,1,56/1,481,0.25,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,225-280,225,280,55,0.1143451143,Get the understanding of a part of code block
593,7,Number HRN,56,1,56/1,481,0.25,0,Quick,Back and forth,Dynamic,,"Quick, Back and forth","Quick, Dynamic",,"Back and forth, Dynamic",,,"Quick, Back and forth, Dynamic",,,,,280-305,280,305,25,0.05197505198,Get a quick overview of the code
594,8,Number HRN,56,1,56/1,481,0.25,0,Indepth,Forward,Linear,,"Indepth, Forward","Indepth, Linear",,"Forward, Linear",,,"Indepth, Forward, Linear",,,,,305-420,305,420,115,0.2390852391,Get the understanding of a part of code block
595,9,Number HRN,56,1,56/1,481,0.25,0,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,420-481,420,481,61,0.1268191268,Get the understanding of a part of code block
597,2,Calculation,97,4,97/4,63,1,0,Quick,Back and forth the order of denifition,Dynamic,Intra procedure,"Quick, Back and forth the order of denifition","Quick, Dynamic","Quick, Intra procedure","Back and forth the order of denifition, Dynamic","Back and forth the order of denifition, Intra procedure","Dynamic, Intra procedure","Quick, Back and forth the order of denifition, Dynamic","Quick, Back and forth the order of denifition, Intra procedure","Quick, Dynamic, Intra procedure","Back and forth the order of denifition, Dynamic, Intra procedure","Quick, Back and forth the order of denifition, Dynamic, Intra procedure",0-13,0,13,13,0.2063492063,Get the understanding of a part of code block
598,3,Calculation,97,4,97/4,63,1,0,Medium,In the order of definition,Linear,Intra procedure,"Medium, In the order of definition","Medium, Linear","Medium, Intra procedure","In the order of definition, Linear","In the order of definition, Intra procedure","Linear, Intra procedure","Medium, In the order of definition, Linear","Medium, In the order of definition, Intra procedure","Medium, Linear, Intra procedure","In the order of definition, Linear, Intra procedure","Medium, In the order of definition, Linear, Intra procedure",13-30,13,30,17,0.2698412698,Get the understanding of a part of code block
599,4,Calculation,97,4,97/4,63,1,0,Quick,Forward,Dynamic,Inter procedure,"Quick, Forward","Quick, Dynamic","Quick, Inter procedure","Forward, Dynamic","Forward, Inter procedure","Dynamic, Inter procedure","Quick, Forward, Dynamic","Quick, Forward, Inter procedure","Quick, Dynamic, Inter procedure","Forward, Dynamic, Inter procedure","Quick, Forward, Dynamic, Inter procedure",30-40,30,40,10,0.1587301587,Get a quick overview of the code
600,5,Calculation,97,4,97/4,63,1,0,Quick,Forward,Dynamic,Inter procedure,"Quick, Forward","Quick, Dynamic","Quick, Inter procedure","Forward, Dynamic","Forward, Inter procedure","Dynamic, Inter procedure","Quick, Forward, Dynamic","Quick, Forward, Inter procedure","Quick, Dynamic, Inter procedure","Forward, Dynamic, Inter procedure","Quick, Forward, Dynamic, Inter procedure",40-63,40,63,23,0.3650793651,Get a quick overview of the code
601,1,Number Checker,103,1,103/1,102,1,1,Quick,Forward,Linear,Inter procedure,"Quick, Forward","Quick, Linear","Quick, Inter procedure","Forward, Linear","Forward, Inter procedure","Linear, Inter procedure","Quick, Forward, Linear","Quick, Forward, Inter procedure","Quick, Linear, Inter procedure","Forward, Linear, Inter procedure","Quick, Forward, Linear, Inter procedure",0-13,0,13,13,0.1274509804,Get a quick overview of the code
602,2,Number Checker,103,1,103/1,102,1,1,Quick,Forward,Linear,Inter procedure,"Quick, Forward","Quick, Linear","Quick, Inter procedure","Forward, Linear","Forward, Inter procedure","Linear, Inter procedure","Quick, Forward, Linear","Quick, Forward, Inter procedure","Quick, Linear, Inter procedure","Forward, Linear, Inter procedure","Quick, Forward, Linear, Inter procedure",13-29,13,29,16,0.1568627451,Get a quick overview of the code
603,3,Number Checker,103,1,103/1,102,1,1,Medium,Forward,Linear,Inter procedure,"Medium, Forward","Medium, Linear","Medium, Inter procedure","Forward, Linear","Forward, Inter procedure","Linear, Inter procedure","Medium, Forward, Linear","Medium, Forward, Inter procedure","Medium, Linear, Inter procedure","Forward, Linear, Inter procedure","Medium, Forward, Linear, Inter procedure",29-52,29,52,23,0.2254901961,Get the understanding of a part of code block
604,4,Number Checker,103,1,103/1,102,1,1,Medium,In the order of definition,Linear,Intra procedure,"Medium, In the order of definition","Medium, Linear","Medium, Intra procedure","In the order of definition, Linear","In the order of definition, Intra procedure","Linear, Intra procedure","Medium, In the order of definition, Linear","Medium, In the order of definition, Intra procedure","Medium, Linear, Intra procedure","In the order of definition, Linear, Intra procedure","Medium, In the order of definition, Linear, Intra procedure",52-62,52,62,10,0.09803921569,Get the understanding of a part of code block
605,5,Number Checker,103,1,103/1,102,1,1,Medium,Forward,Linear,Inter procedure,"Medium, Forward","Medium, Linear","Medium, Inter procedure","Forward, Linear","Forward, Inter procedure","Linear, Inter procedure","Medium, Forward, Linear","Medium, Forward, Inter procedure","Medium, Linear, Inter procedure","Forward, Linear, Inter procedure","Medium, Forward, Linear, Inter procedure",62-72,62,72,10,0.09803921569,Get the deeper understanding of the code
606,6,Number Checker,103,1,103/1,102,1,1,Quick,Back and forth,Dynamic,Inter procedure,"Quick, Back and forth","Quick, Dynamic","Quick, Inter procedure","Back and forth, Dynamic","Back and forth, Inter procedure","Dynamic, Inter procedure","Quick, Back and forth, Dynamic","Quick, Back and forth, Inter procedure","Quick, Dynamic, Inter procedure","Back and forth, Dynamic, Inter procedure","Quick, Back and forth, Dynamic, Inter procedure",72-82,72,82,10,0.09803921569,Get the understanding of a part of code block
607,7,Number Checker,103,1,103/1,102,1,1,Medium,Back and forth,Dynamic,Intra procedure,"Medium, Back and forth","Medium, Dynamic","Medium, Intra procedure","Back and forth, Dynamic","Back and forth, Intra procedure","Dynamic, Intra procedure","Medium, Back and forth, Dynamic","Medium, Back and forth, Intra procedure","Medium, Dynamic, Intra procedure","Back and forth, Dynamic, Intra procedure","Medium, Back and forth, Dynamic, Intra procedure",82-91,82,91,9,0.08823529412,Formulate a hypothesis of the problematic area (PA)
608,8,Number Checker,103,1,103/1,102,1,1,Medium,Backward,Dynamic,Intra procedure,"Medium, Backward","Medium, Dynamic","Medium, Intra procedure","Backward, Dynamic","Backward, Intra procedure","Dynamic, Intra procedure","Medium, Backward, Dynamic","Medium, Backward, Intra procedure","Medium, Dynamic, Intra procedure","Backward, Dynamic, Intra procedure","Medium, Backward, Dynamic, Intra procedure",91-102,91,102,11,0.1078431373,Validate the hypothesis of PA
609,1,Calculation,89,1,89/1,115,1,1,Medium,In the order of definition,Linear,Inter procedure,"Medium, In the order of definition","Medium, Linear","Medium, Inter procedure","In the order of definition, Linear","In the order of definition, Inter procedure","Linear, Inter procedure","Medium, In the order of definition, Linear","Medium, In the order of definition, Inter procedure","Medium, Linear, Inter procedure","In the order of definition, Linear, Inter procedure","Medium, In the order of definition, Linear, Inter procedure",0-35,0,35,35,0.3043478261,Get the deeper understanding of the code
610,2,Calculation,89,1,89/1,129,1,1,Quick,Forward,Dynamic,Inter procedure,"Quick, Forward","Quick, Dynamic","Quick, Inter procedure","Forward, Dynamic","Forward, Inter procedure","Dynamic, Inter procedure","Quick, Forward, Dynamic","Quick, Forward, Inter procedure","Quick, Dynamic, Inter procedure","Forward, Dynamic, Inter procedure","Quick, Forward, Dynamic, Inter procedure",18-35,18,35,17,0.1317829457,Get the understanding of a part of code block
611,3,Calculation,89,1,89/1,129,1,1,Medium,Back and forth the order of denifition,Linear,Inter procedure,"Medium, Back and forth the order of denifition","Medium, Linear","Medium, Inter procedure","Back and forth the order of denifition, Linear","Back and forth the order of denifition, Inter procedure","Linear, Inter procedure","Medium, Back and forth the order of denifition, Linear","Medium, Back and forth the order of denifition, Inter procedure","Medium, Linear, Inter procedure","Back and forth the order of denifition, Linear, Inter procedure","Medium, Back and forth the order of denifition, Linear, Inter procedure",35-50,35,50,15,0.1162790698,Get the deeper understanding of the code
613,5,Calculation,89,1,89/1,122,1,1,Medium,Back and forth the order of denifition,Dynamic,Inter procedure,"Medium, Back and forth the order of denifition","Medium, Dynamic","Medium, Inter procedure","Back and forth the order of denifition, Dynamic","Back and forth the order of denifition, Inter procedure","Dynamic, Inter procedure","Medium, Back and forth the order of denifition, Dynamic","Medium, Back and forth the order of denifition, Inter procedure","Medium, Dynamic, Inter procedure","Back and forth the order of denifition, Dynamic, Inter procedure","Medium, Back and forth the order of denifition, Dynamic, Inter procedure",50-74,50,74,24,0.1967213115,Get the understanding of a part of code block
614,6,Calculation,89,1,89/1,122,1,1,Medium,Back and forth the order of denifition,Linear,Inter procedure,"Medium, Back and forth the order of denifition","Medium, Linear","Medium, Inter procedure","Back and forth the order of denifition, Linear","Back and forth the order of denifition, Inter procedure","Linear, Inter procedure","Medium, Back and forth the order of denifition, Linear","Medium, Back and forth the order of denifition, Inter procedure","Medium, Linear, Inter procedure","Back and forth the order of denifition, Linear, Inter procedure","Medium, Back and forth the order of denifition, Linear, Inter procedure",74-118,74,118,44,0.3606557377,Formulate a hypothesis of the problematic area (PA)
615,7,Calculation,89,1,89/1,122,1,1,Indepth,Forward,Dynamic,Inter procedure,"Indepth, Forward","Indepth, Dynamic","Indepth, Inter procedure","Forward, Dynamic","Forward, Inter procedure","Dynamic, Inter procedure","Indepth, Forward, Dynamic","Indepth, Forward, Inter procedure","Indepth, Dynamic, Inter procedure","Forward, Dynamic, Inter procedure","Indepth, Forward, Dynamic, Inter procedure",118-130,118,130,12,0.09836065574,Validate the hypothesis of PA
617,2,Number Checker,92,4,92/4,43,1,1,Quick,Backward,Dynamic,Inter procedure,"Quick, Backward","Quick, Dynamic","Quick, Inter procedure","Backward, Dynamic","Backward, Inter procedure","Dynamic, Inter procedure","Quick, Backward, Dynamic","Quick, Backward, Inter procedure","Quick, Dynamic, Inter procedure","Backward, Dynamic, Inter procedure","Quick, Backward, Dynamic, Inter procedure",1-9,1,9,8,0.1860465116,Get the understanding of a part of code block
618,3,Number Checker,92,4,92/4,43,1,1,Medium,Forward,Linear,Inter procedure,"Medium, Forward","Medium, Linear","Medium, Inter procedure","Forward, Linear","Forward, Inter procedure","Linear, Inter procedure","Medium, Forward, Linear","Medium, Forward, Inter procedure","Medium, Linear, Inter procedure","Forward, Linear, Inter procedure","Medium, Forward, Linear, Inter procedure",9-23,9,23,14,0.3255813953,Get the understanding of a part of code block
